,Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Over18_Y,complaintresolved_N,complaintresolved_Y,Left
1244,43,Female,high,Research & Development,8,1,Travel_Frequently,27,40,1,0,,11,1,18,8,0,1,0,0,0
1245,36,Male,medium,Research & Development,3,1,Travel_Frequently,6,40,1,0,,13,2,9,3,0,1,0,0,0
1246,19,Female,low,Sales,0,1,Travel_Frequently,1,40,1,0,,21,5,1,0,0,1,0,0,1
1247,38,Female,medium,Sales,2,0,Travel_Rarely,16,40,2,1,0.0,12,1,8,3,1,1,0,1,0
1248,35,Male,medium,Sales,3,0,Travel_Frequently,12,40,4,0,,24,5,13,11,6,1,0,0,1
1249,50,Female,high,Sales,3,0,Travel_Rarely,1,40,4,0,,11,1,32,7,0,1,0,0,0
1250,36,Female,medium,Research & Development,4,1,Travel_Rarely,5,40,1,1,0.0,12,2,9,3,0,1,0,1,0
1251,25,Male,medium,Sales,3,1,Travel_Rarely,9,40,1,0,,12,2,6,3,2,1,0,0,1
1252,24,Female,medium,Sales,1,0,Travel_Rarely,10,40,3,0,,12,2,5,5,0,1,0,0,0
1253,58,Male,high,Research & Development,2,0,Travel_Frequently,15,40,3,1,1.0,14,3,23,2,2,1,1,0,0
1254,45,Female,high,Research & Development,1,1,Travel_Rarely,28,40,2,0,,11,1,21,21,8,1,0,0,0
1255,32,Female,low,Research & Development,1,0,Travel_Rarely,2,40,2,0,,13,2,8,8,0,1,0,0,0
1256,37,Female,medium,Research & Development,7,1,Travel_Rarely,25,40,4,0,,13,2,9,6,1,1,0,0,0
1257,35,Male,medium,Sales,6,0,Travel_Rarely,15,40,4,0,,14,3,7,2,2,1,0,0,1
1258,39,Female,medium,Research & Development,1,0,Travel_Rarely,2,40,3,0,,11,1,20,20,11,1,0,0,0
1259,35,Female,low,Sales,1,0,Travel_Rarely,8,40,4,0,,16,4,3,3,0,1,0,0,0
1260,50,Male,high,Human Resources,1,0,Travel_Frequently,3,40,2,0,,11,1,32,32,10,1,0,0,0
1261,41,Male,low,Research & Development,2,0,Travel_Rarely,19,40,1,0,,16,3,17,1,0,1,0,0,0
1262,41,Male,medium,Research & Development,6,1,Travel_Rarely,6,40,2,0,,15,3,8,5,1,1,0,0,0
1263,36,Male,medium,Sales,1,0,Travel_Rarely,1,40,4,0,,14,3,18,18,4,1,0,0,0
1264,42,Male,high,Research & Development,1,1,Travel_Frequently,8,40,4,0,,13,2,24,24,14,1,0,0,0
1265,45,Male,high,Research & Development,9,1,Non-Travel,2,40,4,0,,23,5,22,20,11,1,0,0,0
1266,30,Male,low,Research & Development,0,1,Travel_Rarely,2,40,4,0,,13,2,6,5,1,1,0,0,0
1267,28,Female,high,Sales,3,0,Travel_Rarely,13,40,3,0,,11,1,6,2,2,1,0,0,1
1268,21,Female,low,Sales,1,0,Travel_Rarely,12,40,2,0,,15,3,1,1,0,1,0,0,1
1269,29,Female,low,Research & Development,1,1,Travel_Rarely,1,40,1,0,,11,1,1,1,0,1,0,0,1
1270,39,Male,low,Sales,3,0,Travel_Rarely,5,40,4,0,,14,3,19,1,0,1,0,0,1
1271,54,Female,medium,Research & Development,7,0,Travel_Rarely,8,40,3,0,,11,1,19,1,0,1,0,0,0
1272,29,Male,medium,Research & Development,1,0,Travel_Rarely,8,40,4,0,,15,3,10,10,1,1,0,0,0
1273,38,Male,medium,Sales,3,1,Non-Travel,2,40,4,1,0.0,18,4,13,8,7,1,0,1,0
1274,28,Male,medium,Sales,1,0,Non-Travel,4,40,3,0,,15,3,5,5,0,1,0,0,0
1275,21,Male,low,Research & Development,1,1,Travel_Rarely,3,40,3,0,,17,4,3,3,1,1,0,0,0
1276,55,Male,high,Sales,3,1,Travel_Rarely,1,40,4,0,,14,3,24,1,1,1,0,0,0
1277,19,Male,low,Research & Development,1,0,Travel_Rarely,2,40,4,1,,22,5,1,1,1,1,1,0,1
1278,23,Male,low,Research & Development,1,0,Travel_Rarely,12,40,4,0,,13,2,5,5,1,1,0,0,0
1279,40,Female,medium,Research & Development,2,1,Travel_Rarely,12,40,1,1,0.0,12,1,15,7,7,1,0,1,0
1280,24,Female,low,Sales,1,0,Travel_Rarely,1,40,2,0,,16,3,6,5,1,1,0,0,1
1281,33,Female,medium,Sales,0,0,Travel_Frequently,7,40,2,0,,17,4,4,3,0,1,0,0,0
1282,52,Male,high,Sales,1,0,Non-Travel,2,40,3,0,,18,4,33,33,15,1,0,0,0
1283,35,Male,high,Sales,3,0,Travel_Rarely,17,40,1,1,3.0,15,3,15,7,1,1,1,0,0
1284,33,Female,low,Research & Development,7,1,Travel_Rarely,2,40,1,1,4.0,20,5,13,9,1,1,1,0,1
1285,41,Male,medium,Research & Development,3,0,Travel_Rarely,12,40,4,0,,11,1,6,1,0,1,0,0,0
1286,52,Male,high,Research & Development,0,1,Travel_Rarely,1,40,3,0,,14,3,34,33,11,1,0,0,0
1287,28,Female,low,Research & Development,1,1,Travel_Rarely,12,40,4,1,0.0,11,1,1,1,0,1,0,1,1
1288,18,Male,low,Research & Development,1,1,Non-Travel,8,40,3,0,,12,1,0,0,0,1,0,0,1
1289,42,Male,low,Research & Development,8,1,Travel_Rarely,12,40,2,0,,22,5,7,5,0,1,0,0,0
1290,45,Male,high,Research & Development,0,0,Travel_Rarely,20,40,4,1,1.0,14,3,21,20,4,1,1,0,0
1291,36,Female,high,Sales,0,0,Travel_Frequently,11,40,4,0,,14,3,10,9,2,1,0,0,0
1292,31,Male,low,Sales,0,1,Travel_Frequently,20,40,4,0,,12,1,3,2,2,1,0,0,0
1293,38,Female,medium,Research & Development,3,1,Travel_Rarely,3,40,3,0,,20,5,19,3,2,1,0,0,0
1294,36,Male,medium,Sales,2,1,Travel_Rarely,17,40,2,0,,16,4,12,4,1,1,0,0,0
1295,38,Female,medium,Research & Development,6,0,Travel_Frequently,2,40,1,0,,12,1,17,15,4,1,0,0,0
1296,25,Female,medium,Sales,1,1,Travel_Rarely,26,40,4,1,1.0,23,5,6,6,1,1,0,1,0
1297,27,Female,medium,Sales,1,1,Travel_Rarely,8,40,2,0,,18,4,8,8,0,1,0,0,0
1298,26,Female,low,Sales,0,0,Travel_Rarely,5,40,3,0,,18,4,5,4,0,1,0,0,0
1299,32,Male,medium,Sales,8,1,Travel_Frequently,10,40,4,0,,13,2,4,0,0,1,0,0,0
1300,41,Male,high,Sales,1,1,Travel_Frequently,4,40,2,0,,18,4,8,8,7,1,0,0,1
1301,27,Male,low,Research & Development,1,0,Travel_Rarely,2,40,2,0,,11,1,6,5,1,1,0,0,0
1302,33,Female,high,Research & Development,4,0,Travel_Rarely,1,40,3,0,,19,4,10,6,0,1,0,0,0
1303,43,Male,low,Research & Development,4,0,Non-Travel,7,40,4,1,0.0,14,3,7,5,2,1,0,1,0
1304,48,Male,medium,Sales,3,0,Travel_Rarely,2,40,2,0,,12,2,12,2,2,1,0,0,0
1305,45,Male,high,Research & Development,0,1,Travel_Rarely,1,40,4,0,,11,1,25,24,1,1,0,0,0
1306,32,Male,medium,Research & Development,1,1,Travel_Rarely,7,40,3,0,,18,4,10,10,1,1,0,0,1
1307,38,Male,medium,Research & Development,3,0,Travel_Rarely,18,40,4,0,,16,3,15,1,1,1,0,0,0
1308,41,Female,low,Research & Development,4,1,Travel_Rarely,2,40,4,0,,13,2,10,7,1,1,0,0,1
1309,40,Male,high,Sales,2,0,Travel_Rarely,25,40,2,0,,12,1,9,5,1,1,0,0,1
1310,36,Male,medium,Research & Development,6,1,Travel_Rarely,3,40,1,0,,20,5,13,5,0,1,0,0,0
1311,33,Female,low,Sales,0,0,Non-Travel,8,40,4,0,,19,4,3,2,2,1,0,0,0
1312,29,Male,medium,Research & Development,4,1,Travel_Rarely,13,40,2,0,,13,2,10,4,0,1,0,0,0
1313,55,Female,high,Sales,3,0,Travel_Rarely,18,40,2,0,,23,5,37,10,7,1,0,0,0
1314,31,Male,medium,Research & Development,1,1,Travel_Rarely,11,40,1,0,,12,1,6,6,0,1,0,0,0
1315,50,Male,high,Sales,4,0,Travel_Rarely,9,40,3,0,,16,3,27,1,0,1,0,0,0
1316,59,Male,low,Human Resources,8,0,Travel_Rarely,6,40,3,0,,17,4,7,2,2,1,0,0,0
1317,30,Female,medium,Sales,7,1,Non-Travel,25,40,3,0,,12,1,4,2,2,1,0,0,0
1318,31,Male,medium,Research & Development,0,1,Travel_Rarely,5,40,4,0,,12,1,6,5,0,1,0,0,0
1319,45,Male,medium,Research & Development,1,1,Travel_Rarely,1,40,2,1,0.0,12,1,10,10,7,1,0,1,0
1320,34,Male,medium,Research & Development,2,1,Travel_Rarely,8,40,3,0,,12,2,6,4,1,1,0,0,0
1321,44,Female,medium,Sales,5,1,Travel_Rarely,1,40,1,0,,21,5,9,4,1,1,0,0,0
1322,43,Male,low,Research & Development,7,1,Travel_Frequently,21,40,4,0,,20,5,8,3,1,1,0,0,0
1323,38,Female,medium,Research & Development,7,1,Non-Travel,6,40,4,1,0.0,12,1,17,13,1,1,0,1,0
1324,25,Female,medium,Sales,0,1,Travel_Rarely,8,40,3,1,1.0,22,5,6,5,0,1,0,1,0
1325,40,Male,high,Sales,1,1,Travel_Rarely,7,40,2,1,1.0,14,3,21,21,12,1,1,0,0
1326,18,Female,low,Sales,1,1,Travel_Frequently,3,40,4,1,,12,1,0,0,0,1,1,0,1
1327,41,Male,medium,Sales,7,0,Non-Travel,10,40,4,1,2.0,14,3,16,14,1,1,0,1,0
1328,40,Male,medium,Research & Development,8,1,Travel_Frequently,9,40,2,0,,14,3,3,1,0,1,0,0,0
1329,56,Male,medium,Research & Development,1,1,Non-Travel,1,40,3,0,,21,5,13,13,1,1,0,0,0
1330,31,Male,low,Sales,3,0,Travel_Rarely,7,40,3,0,,15,3,13,7,5,1,0,0,0
1331,45,Male,medium,Research & Development,1,0,Non-Travel,4,40,2,0,,12,1,9,9,0,1,0,0,0
1332,34,Male,medium,Research & Development,0,1,Travel_Frequently,1,40,1,1,0.0,20,5,14,13,4,1,0,1,0
1333,41,Male,high,Sales,1,1,Travel_Rarely,6,40,3,0,,12,2,10,10,8,1,0,0,0
1334,27,Male,low,Sales,0,0,Travel_Rarely,2,40,1,0,,11,1,5,4,0,1,0,0,1
1335,43,Male,high,Research & Development,1,0,Travel_Rarely,15,40,3,0,,24,5,14,14,6,1,0,0,0
1336,34,Male,medium,Human Resources,0,1,Travel_Rarely,3,40,4,0,,19,4,4,3,0,1,0,0,0
1337,36,Female,medium,Research & Development,3,1,Travel_Rarely,10,40,3,0,,12,1,10,7,1,1,0,0,0
1338,50,Female,high,Research & Development,4,1,Travel_Rarely,28,40,1,0,,11,1,25,3,1,1,0,0,0
1339,21,Female,low,Research & Development,1,1,Travel_Rarely,10,40,1,0,,13,2,1,1,1,1,0,0,1
1340,29,Male,medium,Research & Development,8,1,Travel_Frequently,1,40,3,0,,12,1,10,3,0,1,0,0,0
1341,31,Female,medium,Sales,2,0,Travel_Rarely,10,40,4,0,,11,1,8,5,1,1,0,0,0
1342,30,Female,medium,Sales,1,0,Travel_Rarely,5,40,3,1,0.0,13,2,10,10,1,1,0,1,0
1343,26,Female,medium,Research & Development,1,1,Travel_Frequently,1,40,2,0,,20,5,6,6,1,1,0,0,0
1344,45,Female,medium,Research & Development,0,1,Travel_Rarely,25,40,4,0,,13,2,10,9,3,1,0,0,0
1345,26,Male,medium,Sales,8,1,Non-Travel,29,40,1,0,,18,4,7,2,2,1,0,0,1
1346,39,Male,high,Research & Development,2,0,Non-Travel,9,40,4,0,,13,2,21,6,1,1,0,0,0
1347,44,Male,low,Research & Development,3,0,Travel_Frequently,24,40,3,1,0.0,22,5,19,1,0,1,0,1,1
1348,27,Male,medium,Research & Development,1,0,Travel_Rarely,1,40,2,0,,11,1,5,5,0,1,0,0,0
1349,35,Female,medium,Research & Development,2,1,Non-Travel,2,40,1,0,,11,1,16,1,0,1,0,0,0
1350,55,Male,medium,Sales,4,1,Travel_Rarely,2,40,4,1,1.0,16,4,12,9,7,1,0,1,1
1351,40,Male,medium,Sales,0,0,Travel_Rarely,9,40,1,1,0.0,12,2,9,8,7,1,0,1,0
1352,34,Male,high,Research & Development,7,0,Travel_Frequently,15,40,1,0,,14,3,16,14,6,1,0,0,0
1353,47,Male,low,Sales,3,1,Travel_Frequently,4,40,3,0,,19,4,5,0,0,1,0,0,0
1354,28,Male,high,Sales,0,1,Travel_Rarely,5,40,1,0,,18,4,6,5,1,1,0,0,0
1355,28,Male,low,Research & Development,5,0,Travel_Rarely,2,40,4,0,,13,2,5,3,2,1,0,0,1
1356,55,Male,high,Sales,6,0,Travel_Rarely,13,40,3,0,,17,4,24,19,3,1,0,0,1
1357,43,Male,low,Research & Development,9,1,Travel_Frequently,17,40,3,0,,16,4,6,1,0,1,0,0,1
1358,26,Female,medium,Research & Development,3,0,Travel_Frequently,1,40,4,0,,14,3,5,2,2,1,0,0,0
1359,28,Male,high,Research & Development,1,1,Non-Travel,24,40,1,0,,12,2,10,10,1,1,0,0,1
1360,45,Female,medium,Research & Development,1,0,Travel_Rarely,2,40,4,0,,19,4,10,10,3,1,0,0,0
1361,33,Male,medium,Research & Development,1,0,Travel_Rarely,25,40,2,1,0.0,13,2,5,5,0,1,0,1,0
1362,35,Male,high,Sales,0,1,Travel_Rarely,4,40,1,0,,22,5,9,8,4,1,0,0,1
1363,42,Female,high,Human Resources,0,0,Travel_Rarely,10,40,1,1,2.0,14,3,21,20,0,1,0,1,0
1364,31,Male,medium,Research & Development,0,1,Travel_Rarely,23,40,4,0,,21,5,10,9,7,1,0,0,0
1365,33,Female,low,Research & Development,6,1,Travel_Rarely,4,40,2,0,,21,5,7,3,1,1,0,0,0
1366,51,Male,low,Research & Development,1,1,Travel_Rarely,1,40,4,0,,11,1,1,1,0,1,0,0,0
1367,46,Female,high,Research & Development,5,0,Travel_Frequently,18,40,3,0,,11,1,28,2,1,1,0,0,0
1368,37,Male,low,Research & Development,7,0,Travel_Rarely,4,40,3,1,1.0,15,3,8,6,1,1,0,1,0
1369,52,Male,medium,Research & Development,0,0,Non-Travel,19,40,4,0,,18,4,5,4,1,1,0,0,0
1370,40,Male,high,Research & Development,1,0,Travel_Frequently,1,40,2,1,2.0,22,5,22,22,11,1,0,1,0
1371,27,Female,low,Human Resources,1,0,Travel_Frequently,22,40,2,0,,12,1,1,1,0,1,0,0,1
1372,29,Male,medium,Research & Development,1,0,Non-Travel,1,40,3,0,,13,2,10,10,0,1,0,0,0
1373,28,Male,medium,Sales,0,0,Travel_Frequently,7,40,1,0,,14,3,5,4,1,1,0,0,0
1374,48,Female,low,Research & Development,8,1,Travel_Rarely,15,40,1,0,,12,2,10,8,7,1,0,0,0
1375,48,Female,high,Sales,3,1,Travel_Rarely,29,40,3,0,,21,5,15,0,0,1,0,0,0
1376,33,Male,medium,Sales,0,1,Non-Travel,22,40,2,0,,13,2,8,7,0,1,0,0,0
1377,45,Female,medium,Sales,8,0,Travel_Rarely,20,40,3,0,,15,3,8,5,0,1,0,0,0
1378,39,Male,high,Research & Development,0,1,Travel_Rarely,1,40,4,0,,17,4,19,18,3,1,0,0,0
1379,42,Female,medium,Research & Development,1,1,Travel_Rarely,2,40,4,0,,13,2,10,10,2,1,0,0,0
1380,30,Male,medium,Research & Development,9,1,Travel_Frequently,5,40,4,0,,12,2,10,5,0,1,0,0,0
1381,39,Male,medium,Research & Development,8,0,Travel_Rarely,19,40,4,0,,14,3,7,2,2,1,0,0,0
1382,26,Male,medium,Sales,1,0,Travel_Rarely,10,40,4,0,,13,2,5,5,1,1,0,0,0
1383,38,Male,low,Research & Development,1,0,Travel_Frequently,2,40,4,0,,23,5,1,1,0,1,0,0,0
1384,32,Male,medium,Sales,1,0,Travel_Rarely,10,40,4,0,,12,1,10,10,0,1,0,0,0
1385,30,Female,high,Research & Development,0,1,Travel_Rarely,8,40,1,0,,12,2,9,8,1,1,0,0,0
1386,34,Male,low,Research & Development,3,1,Travel_Rarely,2,40,3,0,,12,1,14,7,5,1,0,0,0
1387,27,Male,low,Research & Development,0,0,Travel_Rarely,17,40,2,0,,16,4,6,5,1,1,0,0,0
1388,29,Female,medium,Sales,1,1,Travel_Frequently,1,40,4,0,,14,3,11,11,4,1,0,0,0
1389,19,Female,low,Research & Development,1,0,Travel_Rarely,25,40,4,0,,12,2,1,1,0,1,0,0,0
1390,38,Female,medium,Sales,1,1,Travel_Rarely,10,40,4,1,1.0,11,1,10,10,1,1,0,1,0
1391,35,Male,medium,Research & Development,1,1,Travel_Rarely,18,40,1,0,,11,1,16,16,1,1,0,0,0
1392,60,Male,high,Research & Development,3,0,Travel_Rarely,1,40,4,0,,20,5,19,1,0,1,0,0,0
1393,35,Male,medium,Research & Development,3,0,Travel_Rarely,23,40,3,0,,13,2,8,1,0,1,0,0,1
1394,29,Female,medium,Sales,1,1,Travel_Rarely,23,40,1,0,,13,2,11,11,3,1,0,0,1
1395,46,Male,high,Research & Development,7,1,Travel_Rarely,2,40,4,0,,17,4,24,2,2,1,0,0,0
1396,29,Male,high,Sales,1,0,Travel_Rarely,19,40,3,0,,14,2,10,10,0,1,0,0,0
1397,45,Male,high,Research & Development,2,1,Travel_Rarely,7,40,1,0,,17,4,25,1,0,1,0,0,0
1398,42,Female,medium,Research & Development,2,1,Travel_Rarely,3,40,4,0,,13,2,17,5,1,1,0,0,0
1399,37,Male,medium,Sales,4,1,Travel_Rarely,6,40,4,0,,14,3,7,5,0,1,0,0,0
1400,26,Female,low,Research & Development,1,0,Travel_Rarely,3,40,4,0,,21,5,1,1,0,1,0,0,0
1401,38,Male,medium,Research & Development,4,1,Travel_Rarely,2,40,2,0,,11,1,7,5,1,1,0,0,1
1402,27,Female,low,Sales,8,0,Travel_Rarely,11,40,4,0,,14,3,5,1,0,1,0,0,0
1403,20,Female,low,Research & Development,1,0,Travel_Rarely,1,40,2,0,,13,2,1,1,0,1,0,0,0
1404,30,Male,medium,Research & Development,0,1,Travel_Rarely,1,40,2,0,,21,5,12,11,5,1,0,0,0
1405,51,Male,high,Research & Development,7,0,Travel_Rarely,6,40,3,1,1.0,13,2,23,20,15,1,0,1,0
1406,60,Male,medium,Sales,0,1,Travel_Rarely,7,40,4,0,,18,4,12,11,1,1,0,0,0
1407,50,Male,high,Research & Development,1,1,Non-Travel,2,40,1,0,,11,1,31,31,14,1,0,0,0
1408,36,Female,medium,Sales,4,0,Non-Travel,1,40,4,0,,15,3,7,1,0,1,0,0,0
1409,34,Male,low,Sales,0,0,Travel_Rarely,7,40,3,0,,25,5,12,11,5,1,0,0,0
1410,31,Male,medium,Research & Development,0,1,Non-Travel,1,40,3,0,,12,2,6,5,1,1,0,0,0
1411,35,Female,medium,Research & Development,0,1,Travel_Rarely,16,40,2,1,1.0,11,1,4,3,0,1,0,1,0
1412,38,Female,low,Research & Development,1,1,Travel_Frequently,2,40,2,0,,22,5,4,4,3,1,0,0,0
1413,30,Male,medium,Human Resources,0,0,Travel_Rarely,9,40,4,0,,19,4,12,11,4,1,0,0,0
1414,37,Female,medium,Research & Development,3,0,Non-Travel,25,40,3,0,,15,3,15,13,10,1,0,0,0
1415,35,Female,medium,Research & Development,3,0,Travel_Rarely,23,40,1,1,1.0,15,3,4,2,2,1,0,1,0
1416,44,Male,low,Research & Development,1,0,Travel_Frequently,1,40,2,0,,12,2,6,5,2,1,0,0,1
1417,38,Male,medium,Sales,0,0,Travel_Rarely,1,40,2,0,,15,3,16,15,5,1,0,0,0
1418,49,Male,high,Research & Development,8,1,Travel_Rarely,7,40,3,0,,24,5,26,5,0,1,0,0,0
1419,32,Female,medium,Research & Development,7,0,Travel_Rarely,9,40,1,0,,22,5,10,5,0,1,0,0,1
1420,20,Female,low,Sales,1,1,Travel_Rarely,2,40,3,0,,19,5,2,2,2,1,0,0,0
1421,46,Male,high,Sales,1,0,Travel_Rarely,1,40,1,0,,15,3,27,26,0,1,0,0,0
1422,45,Male,medium,Sales,1,0,Non-Travel,26,40,1,0,,15,3,10,10,4,1,0,0,0
1423,34,Female,medium,Research & Development,4,0,Travel_Frequently,19,40,2,0,,13,2,15,11,5,1,0,0,0
1424,27,Male,medium,Research & Development,1,0,Travel_Rarely,4,40,2,0,,20,5,6,6,0,1,0,0,0
1425,37,Male,medium,Human Resources,2,0,Travel_Rarely,8,40,2,0,,13,2,19,10,4,1,0,0,0
1426,47,Male,high,Research & Development,1,0,Non-Travel,29,40,2,0,,12,2,10,10,9,1,0,0,1
1427,27,Male,low,Research & Development,1,0,Travel_Rarely,6,40,3,0,,13,2,4,4,2,1,0,0,0
1428,41,Male,medium,Research & Development,3,0,Travel_Rarely,5,40,2,0,,12,2,11,3,1,1,0,0,0
1429,44,Male,low,Research & Development,6,0,Travel_Rarely,1,40,4,0,,12,2,6,4,1,1,0,0,0
1430,34,Female,medium,Sales,1,0,Travel_Rarely,28,40,3,0,,21,5,8,8,1,1,0,0,0
1431,50,Male,medium,Sales,3,0,Travel_Frequently,1,40,3,0,,14,2,5,0,0,1,0,0,1
1432,42,Male,high,Sales,0,0,Travel_Frequently,12,40,1,0,,12,1,22,21,13,1,0,0,1
1433,37,Male,medium,Sales,4,0,Travel_Rarely,16,40,3,0,,19,4,9,1,0,1,0,0,0
1434,48,Female,medium,Sales,8,1,Travel_Rarely,16,40,3,0,,14,3,18,8,7,1,0,0,0
1435,44,Female,medium,Sales,7,0,Travel_Frequently,1,40,3,0,,12,1,11,1,0,1,0,0,0
1436,33,Male,low,Research & Development,1,1,Travel_Rarely,21,40,2,0,,18,4,14,14,2,1,0,0,0
1437,31,Female,medium,Sales,3,1,Travel_Rarely,20,40,3,0,,11,1,4,2,2,1,0,0,1
1438,39,Female,high,Research & Development,1,0,Travel_Frequently,22,40,1,0,,13,2,21,21,2,1,0,0,0
1439,40,Female,medium,Research & Development,1,1,Travel_Frequently,2,40,2,1,3.0,24,5,8,8,3,1,1,0,0
1440,40,Female,medium,Sales,3,1,Travel_Rarely,2,40,2,0,,14,3,15,11,5,1,0,0,0
1441,35,Male,medium,Research & Development,1,0,Travel_Rarely,14,40,2,1,,24,5,5,4,0,1,1,0,1
1442,33,Male,low,Research & Development,5,1,Travel_Rarely,14,40,4,0,,13,2,8,5,0,1,0,0,1
1443,27,Female,low,Research & Development,1,0,Travel_Rarely,8,40,4,1,0.0,11,1,6,6,1,1,0,1,0
1444,26,Male,low,Research & Development,1,1,Travel_Rarely,4,40,4,0,,20,5,8,8,2,1,0,0,0
1445,36,Male,low,Research & Development,2,0,Travel_Rarely,7,40,2,0,,11,1,15,4,1,1,0,0,0
1446,46,Female,high,Sales,8,0,Travel_Rarely,3,40,2,0,,12,1,23,13,5,1,0,0,0
1447,34,Male,low,Research & Development,0,0,Travel_Rarely,2,40,4,1,0.0,14,3,6,5,1,1,0,1,0
1448,23,Male,low,Sales,1,0,Travel_Rarely,7,40,4,0,,21,5,3,3,0,1,0,0,1
1449,41,Male,medium,Sales,3,0,Travel_Rarely,9,40,3,0,,13,2,12,9,0,1,0,0,0
1450,34,Female,high,Human Resources,9,0,Travel_Frequently,23,40,1,0,,15,3,11,3,0,1,0,0,1
1451,34,Male,high,Research & Development,1,0,Travel_Frequently,2,40,3,0,,17,4,10,10,1,1,0,0,0
1452,40,Male,low,Research & Development,2,1,Travel_Rarely,2,40,3,0,,14,2,8,3,1,1,0,0,0
1453,28,Female,low,Research & Development,5,0,Travel_Rarely,9,40,3,0,,18,4,6,2,2,1,0,0,0
1454,44,Male,medium,Research & Development,1,0,Travel_Rarely,29,40,4,0,,25,5,20,20,13,1,0,0,0
1455,43,Female,medium,Research & Development,4,1,Travel_Rarely,8,40,2,0,,21,5,4,1,0,1,0,0,0
1456,50,Male,high,Research & Development,0,1,Travel_Rarely,29,40,3,0,,15,3,28,27,15,1,0,0,0
1457,35,Female,low,Research & Development,1,0,Travel_Frequently,25,40,2,0,,19,4,10,10,7,1,0,0,1
1458,46,Female,high,Sales,3,0,Travel_Rarely,2,40,1,0,,12,2,22,2,2,1,0,0,0
1459,38,Male,medium,Research & Development,5,1,Travel_Rarely,2,40,4,1,2.0,11,1,6,3,1,1,0,1,0
1460,25,Male,low,Sales,1,1,Travel_Rarely,13,40,3,0,,11,1,7,7,0,1,0,0,0
1461,55,Male,medium,Research & Development,3,1,Travel_Frequently,18,40,2,0,,14,3,17,8,6,1,0,0,0
1462,40,Female,low,Research & Development,3,1,Travel_Rarely,10,40,3,0,,13,2,10,7,1,1,0,0,0
1463,29,Male,medium,Research & Development,4,1,Travel_Rarely,19,40,4,0,,12,1,8,3,1,1,0,0,0
1464,38,Male,high,Sales,0,0,Travel_Rarely,3,40,3,0,,12,1,17,16,5,1,0,0,0
1465,51,Male,low,Research & Development,3,0,Travel_Rarely,9,40,4,1,0.0,23,5,10,4,0,1,1,0,0
1466,51,Male,high,Research & Development,5,1,Travel_Rarely,8,40,2,0,,16,4,16,10,4,1,0,0,0
1467,46,Female,medium,Sales,5,0,Travel_Rarely,10,40,2,0,,21,5,14,8,0,1,0,0,1
1468,35,Female,low,Research & Development,3,1,Travel_Rarely,1,40,3,0,,13,2,7,2,2,1,0,0,0
1469,37,Male,low,Research & Development,1,1,Travel_Frequently,9,40,4,0,,12,2,4,4,1,1,0,0,0
1470,36,Female,low,Research & Development,9,0,Travel_Rarely,5,40,1,0,,14,2,6,1,0,1,0,0,0
1471,37,Female,medium,Research & Development,2,0,Travel_Rarely,1,40,1,1,0.0,14,3,17,3,0,1,0,1,0
1472,26,Male,low,Research & Development,1,1,Travel_Rarely,25,40,3,0,,12,1,1,1,0,1,0,0,1
1473,34,Male,medium,Sales,1,1,Travel_Rarely,21,40,4,0,,12,1,10,10,5,1,0,0,0
